Charge Code,Charge Code Description,CPT4 Code, June 2020 Prices 
1440544.0,SEX HORMONE BINDING GLOB,,40.0
1440577.0,SODIUM BLD,,75.0
1440585.0,SODIUM URINE,,98.0
1440643.0,SUGARS SNGL QUAL,,20.0
1440783.0,THYROID STIM HORMONE,,235.0
1440825.0,TRANSFERASE (AST) (SGOT),,87.0
1440833.0,TRANSFERASE (ALT) (SGPT),,54.0
1440841.0,TRANSFERRIN,,210.0
1440858.0,TRIGLYCERIDES,,170.0
1440908.0,TROPONIN QUAN,,294.0
1440965.0,UREA NITROGEN QUAN,,54.0
1440981.0,UREA NITROGEN URINE,,54.0
1441013.0,URIC ACID OTHER SOURCES,,54.0
1441179.0,HCG QUAL,,243.0
1441203.0,PSA SCREEN,G0103,170.0
1441211.0,SODIUM OTHER SOURCE,,89.0
1441229.0,PROTEIN TOTAL URINE,,94.0
1441237.0,PROTEIN TOTAL OTHER,,139.0
1441252.0,PROTEIN ELECT SERUM,,100.0
1441260.0,PROTEIN ELECT OTHER,,117.0
1441286.0,EVAL CERVICOVAG FLUID QUAL EA,,434.0
1441302.0,CHOLESTEROL BODY FLUID,,30.0
1450022.0,SMEAR W/DIFF WBC COUNT,,120.0
1450063.0,HEMATOCRIT,,98.0
1450071.0,HEMOGLOBIN,,82.0
1450139.0,CBC W/O DIFFERENTIAL,,160.0
1450170.0,RETICULOCYTE AUTO,,124.0
1450196.0,LEUKOCYTE AUTO,,48.0
1450519.0,COAG TIME ACTIVATED,,22.0
1450543.0,FDP SEMIQUAN,,42.0
1450584.0,FDP D-DIMER QUAN,,284.0
1450691.0,HGB FETAL KLEIHAUER,,80.0
1450816.0,PLT AGGREGATION EA,,249.0
1450980.0,PTT PLASMA SUBSTITUITION,,299.0
1451012.0,PLATELET AUTO,,121.0
1451103.0,COAG/FIBRIN NOS EA,,408.0
1460039.0,ALLGN SPEC IGE SEM/QNT EA,,7.0
1460344.0,FLUORESCENT AB SCREEN EA,,11.0
1460351.0,FLUORESCENT AB TITER EA,,80.0
1460724.0,PART AGGLUT SCREEN EA,,48.0
1461029.0,COCCIDIOIDES AB,,42.0
1461334.0,HIV-1 AND HIV-2,,117.0
1461342.0,HEP B CORE AB TOTAL,,8.0
1461367.0,HEP B SURF AB,,84.0
1461581.0,RUBELLA AB,,108.0
1461789.0,IMMUNOFIX ELECT SERUM,,54.0
1461938.0,CCP AB,,40.0
1462001.0,TREPONEMA PALLIDUM AB,,64.0
1462035.0,TB AG MEAS GAM INTERF T-CELLS,,370.0
1470046.0,CULTURE BLOOD,,364.0
1470145.0,CULT ANAEROBIC,,235.0
1470160.0,CULT AEROBIC ID,,131.0
1470178.0,CULT SCREEN,,188.0
1470228.0,CULT FUNGI NOS,,195.0
1470244.0,CULT FUNGI YEAST ID,,165.0
1470327.0,CULT TYPING IMMUNO EA,,80.0
1470426.0,OVA & PARASITES SMEARS,,54.0
1470434.0,ANTIBIOTIC SENS AGAR DIL,,207.0
1470442.0,ANTIBIOTIC SENS DISK METH,,210.0
1470459.0,ANTIBIOTIC SENS ENZ METH,,72.0
1470558.0,INCLUSION/PARASITES SMEAR,,93.0
1470830.0,CLOSTRIDIUM DIFFICILE EIA,,67.0
1470855.0,CRYPTOSPORIDIUM EIA,,105.0
1470921.0,HEP B SURF AG EIA,,86.0
1470996.0,INFLUENZA A OR B EA EIA,,219.0
1471028.0,SHIGA-LIKE TOXIN EIA,,155.0
1471044.0,INF AGNT AG MULT NOS EIA/ELISA/IMCA,,217.0
1471176.0,CHLAMYDIA PNEU PCR AMP,,101.0
1471200.0,CHLAMYDIA TRACH PCR AMP,,184.0
1471234.0,CYTOMEGALOVIRUS PCR AMP,,446.0
1471382.0,HERPES SIMPLEX PCR AMP,,106.0
1471564.0,MYCOBACTERIA TB PCR AMP,,318.0
1471622.0,MYCOPLASMA PNEU PCR AMP,,95.0
1471655.0,NEISSERIA GONOR PCR AMP,,165.0
1471747.0,INF AGNT PCR AMP NOS EA,,307.0
1471838.0,STREP GRP IA DOO,,101.0
1471846.0,INF AGNT IA DOO,,96.0
1471945.0,FERN TEST,,136.0
1471952.0,GIARDIA EIA,,10.0
1471960.0,TRICHOMONAS VAG DIR,,445.0
1471986.0,RESP SYNCYTIAL VIRUS DOO,,42.0
1471994.0,OVA/PARASITES CMPLX SMEAR,,120.0
1472034.0,STAPH PCR AMP,,390.0
1472042.0,STAPH MRSA PCR AMP,,188.0
1472109.0,CULT TYP ID NA DIR PR,,75.0
1472133.0,CLOSTRIDIUM TOX PCR AMP,,172.0
1472141.0,FLU MULT/SUB PCR AMP 1ST 2,,252.0
1472158.0,FLU MULT/SUB PCR AMP EA ADD,,54.0
1472174.0,HIV-1 AG W/HIV-1&HIV-2 AB EIA,,230.0
1472208.0,PAPILLOMAVIRUS HIGH RISK,,37.0
1472240.0,RESP VIRUS PCR AMP 12-25 TARGETS,,1375.0
1472257.0,RESP VIRUS PCR AMP 3-5 TARGETS,,480.0
1472273.0,CNS PATHOGEN 12-25 TARGETS,,7776.0
1472315.0,COVID-19 PCR AMP,,54.0
1480011.0,AB SCREEN,,191.0
1480045.0,COOMBS DIRECT,,279.0
1480094.0,ABO Group,,170.0
1480201.0,CROSSMATCH AHG,,553.0
1490028.0,CELL COUNT FLUID W/DIFF,,202.0
1490143.0,NASAL SMEAR EOSINOPHILS,,144.0
1490804.0,COVID-19 PCR AMP HIGH OUTPUT,U0003,106.0
1497015.0,VENIPUNCTURE ROUTINE,,65.0
1497072.0,HANDLING/CONVEY SPEC OTH1,,28.0
1497106.0,CAPILLARY BLD COLLECTION,,42.0
1510270.0,CYTO CELL TECH W/INT,,81.42
1510361.0,Cytp Smrs Any Oth Src Scr&Interpj,,123.0
1510379.0,Cytp Smrs Any Oth Src Prepj Scr&Interpj,,140.0
1510387.0,Cytp Smrs Any Oth Src Extnd Std > 5 Slides,,96.0
1510437.0,Cytp Fine Ndl Aspirate Immt Cytohist Std Dx 1st,,145.0
1510445.0,Cytp Eval Fine Needle Aspirate Interp & Report,,187.54
1510643.0,MOL CYTO DNA PROBE EA,,48.0
1510759.0,Level I Surg Pathology Gross Examination Only,,86.0
1510767.0,Level Ii Surg Pathology Gross&Microscopic Exam,,118.0
1510775.0,Level Iii Surg Pathology Gross&Microscopic Exa,,151.0
1510783.0,SURG PATH GR/MC LEVEL IV,,218.0
1510791.0,Level V Surg Pathology Gross&Microscopic Exam,,315.0
1510809.0,Level Vi Surg Pathology Gross&Microscopic Exam,,518.0
1510817.0,Decalcification Procedure,,63.44
1510825.0,Special Stain Group 1 Microorganisms I&R,,99.0
1510833.0,Spcl Stn 2 I&R Excpt Microorg/Enzyme/Imcyt,,114.0
1510916.0,Path Consltj Surg 1st Blk Frozen Sctj 1 Spec,,323.0
1510924.0,Path Consltj Surg Ea Addl Blk Frozen Section,,102.7
1510932.0,Imcytchm Tiss Immunoproxidase Ea Antibody,,323.0
1511302.0,Path Consltj Surg Cytologic Exam Initial Site,,69.0
1511310.0,Path Consltj Surg Cytologic Exam Addl Site,,19.06
1517226.0,Cytp Fine Ndl Aspirate Immt Cytohist Std Ea Eval,,19.06
1517267.0,  DX BONE MARROW BX/ASPIR,,1675.0
1520311.0,CYTO MAN GYN SL,,106.0
1521061.0,MISC SURGICAL PATH PROC,,100.0
1527092.0,HANDLING/CONVEY SPECIMEN,,26.0
1610112.0,BLOOD SPLIT U A1,P9011,745.0
1610120.0,CRYOPRECIPITATE/UNIT A1,P9012,152.0
1610138.0,RBC L/R WO FILTER A1,P9040,630.0
1610146.0,FFP <8 HRS A1,P9017,586.0
1610179.0,RBC WO FILTER A1,P9021,694.0
1610187.0,RBC WASHED A1,P9022,712.0
1610245.0,PLT PHERES L/R A1,P9035,1329.0
1610260.0,PLT PHERES L/R IRR A1,P9037,1418.0
1610286.0,RBC DEGLYCEROLIZED A1,P9039,631.0
1610294.0,RBC L/R IRR A1,P9040,630.0
1610583.0,FFP 8-24 HRS A1,P9059,586.0
1610617.0,FFP <8 HRS A2,P9017,586.0
1620012.0,BB MD XMATCH/IRR AB W/RPT,,85.4
1620020.0,BB MD TRANS REACT W/RPT,,342.0
1620038.0,BB MD DEV W/RPT,,130.25
1620178.0,AB SCREEN,,191.0
1620186.0,AB ELUTION,,405.0
1620194.0,AB ID,,408.0
1620202.0,COOMBS DIRECT,,279.0
1620251.0,ABO GROUP,,170.0
1620269.0,RH TYPE,,170.0
1620293.0,AG TYPE DONOR/PT CELLS/EA,,195.0
1620343.0,CROSSMATCH IMMED SPIN,,320.0
1620350.0,CROSSMATCH INCUBATION,,493.0
1620368.0,CROSSMATCH AHG,,553.0
1620376.0,FFP THAWING,,241.0
1620434.0,IRRADIATION BLOOD PROD,,118.0
1620459.0,POOLING PLTS/BLD PRODUCTS,,807.0
1620566.0,CYTOMEGALOVIRUS AB,,92.0
1620590.0,HGB FETAL SCREEN,,93.0
1620608.0,CROSSMATCH ELECTRONIC,,272.0
1627058.0,THER PLASMA PHERESIS,,2145.0
1627199.0,AG TYPE DONOR REAG EA AG,,170.0
1627231.0,BLOOD TRANSFUSION,,3233.0
1700046.0,BENZODIAZEPINES 1.1,G0480,20.0
1700129.0,LIDOCAINE 1.1,,64.0
1700137.0,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.9,G0480,61.0
1700145.0,PRIMIDONE 1.1,,18.0
1700210.0,DRUG ASSAY QUAN NOS 1.1,,65.0
1700228.0,ACTH 1.1,,68.0
1700236.0,MICROALB URINE QUAN 1.1,,98.0
1700244.0,ALDOLASE 1.1,,6.0
1700251.0,ALDOSTERONE 1.1,,39.0
1700269.0,ALPHA-1-ANTITRYP TOTL 1.1,,20.0
1700277.0,ALPHA-1-ANTITRP PHENO 1.1,,35.0
1700327.0,AMYLASE 1.1,,235.0
1700335.0,ANDROSTENEDIONE 1.1,,94.0
1700343.0,ANGIOTENSIN-1 ENZYME 1.1,,19.0
1700350.0,ARSENIC 1.1,,21.0
1700368.0,BARBITURATES 1.1,G0480,118.0
1700376.0,VIT D 25 HYDROXY 1.1,,76.0
1700384.0,CALCITONIN 1.1,,51.0
1700392.0,CALCIUM IONIZED 1.1,,141.0
1700400.0,CEA 1.1,,230.0
1700418.0,CAROTENE 1.1,,129.0
1700434.0,CATECHOLAM FRACTION 1.1,,21.0
1700442.0,CERULOPLASMIN 1.1,,32.0
1700467.0,COPPER 1.1,,16.0
1700475.0,CORTISOL FREE 1.1,,29.0
1700483.0,CORTISOL TOTAL 1.1,,255.0
1700491.0,CK ISOENZYMES 1.1,,57.0
1700517.0,DHEA 1.1,,52.0
1700533.0,"VIT D 1, 25 DIHYDROXY 1.1",,102.0
1700541.0,ERYTHROPOIETIN 1.1,,45.0
1700558.0,ESTRADIOL 1.1,,123.0
1700590.0,FATS/LIPIDS FEC QUAN 1.1,,47.0
1700608.0,FERRITIN 1.1,,180.0
1700624.0,GAMMAGLOBULIN IGA 1.1,,212.0
1700632.0,GAMMAGLOBULIN IGG 1.1,,212.0
1700657.0,GAMMAGLOBULIN IGE 1.1,,106.0
1700665.0,GASTRIN 1.1,,17.0
1700673.0,GLYCATED PROTEIN 1.1,,34.0
1700681.0,GROWTH HORMONE HUM 1.1,,16.0
1700731.0,HEMOGLOBIN METH QUAN 1.1,,136.0
1700749.0,HYDROXYINDOL ACID-5 1.1,,19.0
1700756.0,IMMUNO NON-AB MULT 1.1,,72.0
1700764.0,IMMUNOASSAY QUAN NOS 1.1,,317.0
1700772.0,INSULIN TOTAL 1.1,,77.0
1700780.0,KETOSTEROIDS 17 TOTAL 1.1,,69.0
1700806.0,LEAD 1.1,,24.0
1700830.0,MAGNESIUM 1.1,,180.0
1700848.0,MANGANESE 1.1,,33.0
1700855.0,MERCURY QUAN 1.1,,31.0
1700947.0,OXALATE 1.1,,26.0
1700954.0,PARATHORMONE 1.1,,112.0
1700970.0,PHOSPHORUS URINE 1.1,,175.0
1700996.0,PREALBUMIN 1.1,,17.0
1701002.0,PROGESTERONE 1.1,,95.0
1701010.0,PSA TOTAL 1.1,,171.0
1701028.0,PSA FREE 1.1,,86.0
1701044.0,VITAMIN B-6 1.1,,14.0
1701051.0,RENIN 1.1,,81.0
1701069.0,SEROTONIN 1.1,,42.0
1701077.0,SOMATOMEDIN 1.1,,73.0
1701093.0,TESTOSTERONE TOTAL 1.1,,98.0
1701101.0,THYROGLOBULIN 1.1,,56.0
1701119.0,THYROXINE FREE 1.1,,170.0
1701135.0,TRIIODOTHYR FREE 1.1,,102.0
1701143.0,URIC ACID OTHER 1.1,,54.0
1701150.0,VMA URINE 1.1,,19.0
1701168.0,VITAMIN A 1.1,,13.0
1701176.0,ZINC 1.1,,10.0
1701184.0,C-PEPTIDE 1.1,,48.0
1701192.0,FACTOR VII 1.1,,130.0
1701218.0,ANTITHROMBIN III ACT 1.1,,27.0
1701226.0,PROTEIN C AG 1.1,,32.0
1701242.0,PROTEIN S FREE 1.1,,86.0
1701275.0,ALLGN SPEC IGE EA 1.1,,7.0
1701283.0,CRP 1.1,,156.0
1701291.0,CARDIOLIPN AB EA IG 1.1,,191.0
1701309.0,COMPLEMENT AG EA 2.1,,167.0
1701317.0,COMPLEM FUNCT ACT EA 1.1,,29.0
1701325.0,COMPLEM TOTAL HEM 1.1,,19.0
1701333.0,FLUORESC AB SCR EA 1.1,,11.0
1701341.0,FLUORESC AB TITER EA 1.1,,80.0
1701358.0,CA 15-3 (27.29) 1.1,,13.0
1701366.0,CA 19-9 1.1,,138.0
1701382.0,INF AGENT AB QUAN NOS 1.1,,218.0
1701408.0,IMMUNODIFFUSION NOS 1.1,,167.0
1701416.0,INSULIN AB 1.1,,64.0
1701424.0,MICROSOMAL AB EA 1.1,,53.0
1701432.0,SYPHILIS TEST QUAL 1.1,,91.0
1701440.0,COCCIDIOIDES AB 1.1,,42.0
1701457.0,CYTOMEGALOVIRUS AB 1.1,,53.0
1701465.0,EBV EARLY AG 1.1,,105.0
1701473.0,EBV NUCLEAR AG 1.1,,134.0
1701481.0,EBV VIRAL CAPSID 1.1,,146.0
1701507.0,H PYLORI AB 1.1,,89.0
1701515.0,HTLV OR HIV CONF TEST 1.1,,84.0
1701549.0,HEP A AB TOTAL 1.1,,127.0
1701556.0,LEGIONELLA AB 1.1,,13.0
1701564.0,MYCOPLASMA AB 1.1,,50.0
1701572.0,PARVOVIRUS AB 1.1,,98.0
1701580.0,PROTOZOA AB NOS 1.1,,68.0
1701598.0,RUBEOLA AB 1.1,,53.0
1701614.0,VARICELLA ZOSTER AB 1.1,,112.0
1701622.0,VIRUS AB NOS 1.1,,255.0
1701630.0,THYROGLOBULIN AB 1.1,,34.0
1701663.0,CULT MYCOBACTERIA 1.1,,124.0
1701671.0,OVA & PARASITES SMEAR 1.1,,54.0
1701705.0,CHLAMYDIA TRACH PCR 1.1,,184.0
1701721.0,HIV-1 QUAN 1.1,,202.0
1701739.0,NEISSERIA GONOR PCR 1.1,,165.0
1701853.0,ADS TRICYCLIC/OTH CYCL 1 OR 2 1.2,G0480,61.0
1701903.0,TOPIRAMATE 1.1,,42.0
1701945.0,APOLIPOPROTEIN EA 1.1,,27.0
1701952.0,BETA-2-MICROGLOBULIN 1.1,,17.0
1701960.0,CADMIUM 1.1,,55.0
1701978.0,CHOLINESTERASE SERUM 1.1,,63.0
1701986.0,CHOLINESTERASE RBC 1.1,,90.0
1701994.0,CHROMIUM 1.1,,200.0
1702000.0,CYANIDE 1.1,,16.0
1702059.0,IGG SUBCLASSES IGG 1 1.1,,33.0
1702067.0,IGG SUBCLASSES IGG 2 1.1,,33.0
1702075.0,IGG SUBCLASSES IGG 3 1.1,,33.0
1702083.0,IGG SUBCLASSES IGG 4 1.1,,33.0
1702091.0,HEAVY METAL QUAN EA NOS 1.1,,131.0
1702109.0,HISTAMINE 1.1,,95.0
1702117.0,HYDROXYCORT-17 1.1,,104.0
1702125.0,HYDROXYPROG-17D 1.1,,25.0
1702141.0,LACTIC ACID 1.1,,260.0
1702174.0,PORPHYRINS FECES QUAN 1.1,,791.0
1702190.0,HYDROXYPREG 17 1.1,,120.0
1702216.0,VITAMIN B-2 1.1,,41.0
1702224.0,SOMATOSTATIN 1.1,,264.0
1702232.0,VITAMIN B-1 1.1,,33.0
1702240.0,TRANSFERRIN 1.1,,210.0
1702257.0,VIP 1.1,,76.0
1702265.0,FACTOR V 1.1,,84.0
1702273.0,FACTOR X 1.1,,306.0
1702281.0,ANTITHROMBIN III AG 1.1,,40.0
1702307.0,HEPARIN ASSAY 1.1,,166.0
1702315.0,VISCOSITY 1.1,,32.0
1702323.0,ANTIPHOSPHOLIPID AB 1.1,,86.0
1702372.0,T CELL COUNT TOTAL 1.1,,139.0
1702380.0,T CELLS CD4/CD8 RATIO 1.1,,57.0
1702398.0,T CELLS ABSOLUTE CD4 1.1,,52.0
1702406.0,BLASTOMYCES AB 1.1,,35.0
1702422.0,CYTOMEGALOVIRUS IGM AB 1.1,,46.0
1702497.0,ROTAVIRUS EIA/ELISA/IMCA 1.1,,313.0
1702521.0,CYTOMEGALOVIRUS PCR 1.1,,446.0
1702539.0,CYTOMEGALOVIRUS QUAN 1.1,,149.0
1702554.0,ANTINUCLEAR AB (ANA) 1.1,,72.0
1702562.0,NEPHELOMETRY NOS 1.1,,28.0
1702570.0,FOLIC ACID RBC 1.1,,67.0
1702596.0,MURAMIDASE 1.1,,31.0
1702604.0,PLT AB 1.1,,364.0
1702612.0,RECEPTOR ASSAY NONENDO1.1,,548.0
1702620.0,CHLAMYDIA AB 1.1,,29.0
1702638.0,CLOSTRIDIUM DIFF EIA/ELISA/IMCA 1.1,,67.0
1702646.0,HERPES SIMPLEX AB NS 1.1,,39.0
1702653.0,INFLUENZA VIRUS AB 1.1,,145.0
1702661.0,RUSS VIP VEN TIME DIL 1.1,,82.0
1702687.0,HEP A IGM AB 1.1,,94.0
1702703.0,LYME DISEASE AB 1.1,,259.0
1702729.0,CARNITINE TOTL & FREE 1.1,,98.0
1702737.0,CRYPTOSPORIDIUM EIA/ELISA/IMCA 1.1,,105.0
1702745.0,HERPES SIMPLEX AB 1 1.1,,40.0
1702760.0,GONADOTROPIN (FSH) 1.1,,111.0
1702778.0,HIV-1 1.1,,98.0
1702786.0,THROMBIN TIME PLASMA 1.1,,175.0
1702836.0,ACYLCARNITINES QUAN EA1.1,,162.0
1702844.0,ALBUMIN BODY FLUID 1.1,,81.0
1702869.0,ALPHA-2 ANTIPLASMIN 1.1,,134.0
1702885.0,ANTISTREPTOLYSIN 0 1.1,,41.0
1702893.0,ASPERGILLUS AB 1.1,,391.0
1702919.0,CALCIUM TOTAL 1.1,,92.0
1702935.0,CHLAMYDIA IGM AB 1.1,,31.0
1702950.0,COCCIDIOIDES AB 2.1,,42.0
1702992.0,CULTURE MYCOBATERIA 2.1,,124.0
1703016.0,PROTEIN C ACTIVITY 1.1,,131.0
1703073.0,PHOSPHATASE ISOENZYMES1.1,,48.0
1703107.0,MYOGLOBIN 1.1,,17.0
1703115.0,MYELIN BASIC PRO CSF 1.1,,22.0
1703131.0,MUMPS AB 1.1,,51.0
1703156.0,IMMUNOASSAY QUAN RIA 1.1,,407.0
1703164.0,HELMINTH AB NOS 1.1,,107.0
1703198.0,HERPES SIMPLEX AB 2 1.1,,127.0
1703206.0,HETEROPHILE AB SCREEN 1.1,,180.0
1703255.0,ISLET CELL AB 1.1,,47.0
1703263.0,LUTEINIZING HORMONE 1.1,,166.0
1703271.0,LYME DIS IGG & IGM AB 1.1,,161.0
1703289.0,METHADONE 1.1,G0480,38.0
1703297.0,PORPHOBILINOG URI QUAN1.1,,143.0
1703313.0,DNA AB NATIVE/DOUBLE 1.1,,7.0
1703321.0,HEP B SURF AG EIA 1.1,,86.0
1703339.0,HEMOGLOBIN PLASMA 1.1,,98.0
1703347.0,GEL DIFFUS QUAL EA 2.1,,29.0
1703362.0,G6PD ENZYME QUAN 1.1,,76.0
1703370.0,FACTOR VIII VWF RISTOC1.1,,122.0
1703388.0,FACTOR VIII 1.1,,157.0
1703420.0,PROTHROMBIN TIME 1.1,,144.0
1703438.0,CULT MYCOPLASMA 1.1,,329.0
1703446.0,CULT FUNGI SKIN HAIR NAIL 2.1,,160.0
1703453.0,CONCENTRATION SPECIMEN1.1,,61.0
1703461.0,RUBELLA AB 1.1,,218.0
1703479.0,ENTEROVIRUS AB 1.1,,23.0
1703487.0,Q FEVER AB 1.1,,105.0
1703495.0,SPECTROPHOTOMETRY NOS 1.1,,17.0
1703552.0,VIRUS INOC TISS CULT 1.1,,138.0
1703560.0,VIRUS INOC TISS CULT 1.2,,138.0
1703578.0,VITAMIN B-12 BIND CAP 1.1,,45.0
1703594.0,PTT 1.1,,192.0
1703602.0,NATRIURETIC PEPTIDE 1.1,,330.0
1703669.0,ALBUMIN BLD 1.1,,51.0
1703685.0,CULTURE SCREEN 1.1,,188.0
1703693.0,HCG QUAN 1.1,,258.0
1703701.0,FACTOR VIII VWF AG 1.1,,42.0
1703735.0,HEP C GENO ANALYSIS 1.1,,471.0
1703750.0,HEP C PCR AMP 1.1,,360.0
1703768.0,CRYOGLOBULIN 1.1,,76.0
1703776.0,CHROMO ANAL ADDL KAROT1.1,,56.0
1703834.0,PHENOBARBITAL 1.1,,192.0
1703842.0,VIRUS INOC SHELL VIAL 1.1,,188.0
1703875.0,THYROID STIM HORMONE 1.1,,222.0
1703883.0,SHIGA-LIKE TOXIN EIA/ELISA/IMCA 1.1,,155.0
1703909.0,PLT ASSOC IMMUNOGLOB 1.1,,196.0
1703925.0,NUCLEOTIDASE 5 1.1,,101.0
1703966.0,HS-CRP 1.1,,181.0
1703990.0,INF AGNT AG MULT EIA/ELISA/IMCA 1.1,,217.0
1704006.0,HBSAG NEUTRAL EIA/ELISA/IMCA 1.1,,59.0
1704014.0,EXTRACT NUCL AG JO1 1.1,,92.0
1704030.0,HERPES SIMPLEX PCR AMP1.1,,106.0
1704063.0,HLA TYPING A B C SNGL 1.1,,175.0
1704097.0,RICKETTSIA AB 1.1,,578.0
1704113.0,COMPLEMENT AG EA 1.1,,167.0
1704295.0,FLUORESC AB SCR EA 1.2,,11.0
1704428.0,PLT AB 1.2,,364.0
1704543.0,VIRUS INOC TISS CULT 1.3,,138.0
1704626.0,ALKALOIDS NOS QUAN 1.1,G0480,70.0
1704642.0,VITAMIN C 1.1,,22.0
1704659.0,BILE ACIDS TOTAL 1.1,,21.0
1704667.0,BILIRUBIN TOTAL 1.1,,51.0
1704709.0,CITRATE 1.1,,294.0
1704725.0,COLLAGEN CROSS LINKS 1.1,,45.0
1704758.0,CHROMAT/SPECTRO QUAN 1.1,,43.0
1704766.0,DEOXYCORTISOL 1.1,,68.0
1704790.0,FATTY ACIDS NONESTER 1.1,,32.0
1704816.0,GAMMAGLOBULIN IGD 1.1,,212.0
1704824.0,GLUCAGON 1.1,,35.0
1704907.0,L/S RATIO 9.1,,53.0
1704931.0,ORGANIC ACIDS TOTL QNT1.1,,703.0
1704956.0,ORGANIC ACIDS SNGL QNT1.1,,37.0
1704980.0,PH BODY FLUID NOS 1.1,,161.0
1705029.0,PHOSPHATASE ALKALINE 1.1,,96.0
1705045.0,PREGNENOLONE 1.1,,159.0
1705052.0,PROTEIN TOTAL SERUM 1.1,,100.0
1705060.0,PROTOPORPHYRIN RBC QNT1.1,,35.0
1705086.0,PYRUVATE 1.1,,105.0
1705094.0,SEX HORM BINDING GLOB1.1,,40.0
1705102.0,THYROXINE BINDING GLOB1.1,,57.0
1705128.0,THYROID IMMUNOGLOBULIN1.1,,101.0
1705136.0,VITAMIN E (TOCOPHEROL)1.1,,14.0
1705144.0,TRIIODOTHYRONINE REV 1.1,,27.0
1705201.0,VASOPRESSIN 1.1,,104.0
1705227.0,FACTOR XI 1.1,,237.0
1705235.0,FACTOR XII 1.1,,76.0
1705243.0,PROTEIN C RESISTANCE 1.1,,100.0
1705276.0,AB ID LEUKOCYTE AB 1.1,,748.0
1705284.0,ANA TITER 1.1,,137.0
1705292.0,BETA 2 GLYCO I AB EA 1.1,,165.0
1705326.0,INTRINSIC FACTOR AB 1.1,,41.0
1705409.0,TOXOPLASMA IGM AB 1.1,,82.0
1705425.0,CULT ANAEROBIC 1.1,,235.0
1705441.0,CULT TYPING IMMUNOFLUO1.1,,13.0
1705474.0,SCHLICHTER TEST 1.1,,64.0
1705565.0,INF AGNT IA DOO 1.1,,96.0
1705656.0,BORDETELLA AB 1.1,,505.0
1705664.0,PHENCYCLIDINE 1.1,G0480,213.0
1705904.0,GAMMAGLOBULIN IGM 1.2,,212.0
1705946.0,IMMUNO NON-AB MULT 1.3,,72.0
1706233.0,TOXOPLASMA AB 1.2,,23.0
1706530.0,BARTONELLA AB 1.1,,69.0
1706563.0,CHROMO ADDL HIGH RES 1.1,,78.0
1706670.0,CHROMO ANAL AMNIO SITU1.1,,374.0
1706688.0,CK TOTAL 1.1,,194.0
1706787.0,CREATININE OTHER SRCE 1.2,,111.0
1706795.0,CREATININE OTHER SRCE 1.1,,111.0
1706803.0,CRP 1.2,,156.0
1706902.0,FATS/LIPIDS FEC QUAL 1.1,,64.0
1706944.0,H PYLORI STOOL EIA/ELISA/IMCA 1.1,,205.0
1706951.0,HEMOSIDERIN QUAL  1.1,,7.0
1707033.0,HEP C QUAN 1.1,,188.0
1707058.0,HEPATIC FUNCTION PNL 1.1,,254.0
1707074.0,HIV-1 GENO ANALYSIS 1.1,,618.0
1707173.0,IMMUNOASSAY QUAN NOS 1.2,,299.0
1707231.0,INF AGNT AG MULT EIA/ELISA/IMCA 1.3,,217.0
1707256.0,INF AG PCR AMP NOS EA 1.1,,307.0
1707298.0,IRON 1.1,,136.0
1707314.0,LDL CHOLESTEROL 1.1,,114.0
1707322.0,LEAD 1.5,,24.0
1708619.0,MYOGLOBIN 1.2,,17.0
1708726.0,PART AGGLUT SCREEN EA 1.1,,48.0
1708742.0,PROINSULIN 1.1,,67.0
1708833.0,RA FACTOR QUAN 1.2,,9.0
1708841.0,RA FACTOR QUAN 1.1,,9.0
1708874.0,RESP SYNCY VIRUS IFA 1.1,,110.0
1708916.0,SED RATE NON AUTO 1.1,,104.0
1708924.0,SELENIUM 1.1,,27.0
1709047.0,TISS CULT AMNIO/CHORIO1.1,,331.0
1709427.0,AB TITER 6.1,,408.0
1709534.0,CARBOXYHEMOGLOBIN QUAN1.1,,135.0
1709740.0,PROTEIN TOTAL URINE 1.1,,94.0
1709757.0,PROTEIN TOTAL OTHER 1.1,,139.0
1709765.0,SPECIAL STAINS GRP II 1.1,,114.0
1709849.0,TOBRAMYCIN PEAK 2.1,,312.0
1709906.0,KETONES BODY(S) QUAN 1.1,,165.0
1709922.0,CALCIUM URINE 2.1,,87.0
1709930.0,CALCULUS QUAN ANAL 4.1,,30.24
1709989.0,FETAL FIBRONECTIN 3.1,,846.0
1710060.0,PHOSPHATASE ACID TOTAL1.1,,11.0
1710094.0,PORPHYR QUAN & FRACT 1.2,,25.0
1710110.0,VITAMIN K 1.1,,31.0
1710144.0,HGB FETAL KLEIHAUER 2.1,,80.0
1710250.0,FUNGUS AB NOS 1.2,,30.0
1710359.0,CULTURE OTHER 2.1,,186.0
1710367.0,CULT SCREEN 2.1,,188.0
1710391.0,ANTIBIOTIC SENS AGAR 2.1,,207.0
1710573.0,FAT STAIN SPECIMEN 2.1,,144.0
1710722.0,CALC INFRARED SPECT 1.1,,163.0
1710938.0,GIARDIA EIA/ELISA/IMCA 1.1,,10.0
1710946.0,EXTRACT NUCL AG RNP 1.1,,92.0
1710961.0,EXTRACT NUCL AG SM 1.1,,92.0
1710979.0,EXTRACT NUCL AG SS-A 1.1,,92.0
1710987.0,EXTRACT NUCL AG SS-B 1.1,,92.0
1710995.0,MOL CYTO DNA PROBE EA 1.1,,48.0
